Word,Document Frequency,Term Frequency,Postings
evalu,41,49,"['ADM 3313', 'ADM 3317', 'ADM 3337', 'ADM 3363', 'ADM 4307', 'ADM 4337', 'ADM 4338', 'ADM 5361', 'ADM 6315', 'ADM 6323', 'ADM 6331', 'ADM 6336', 'ADM 6342', 'ADM 6362', 'PSY 3124', 'PSY 5104', 'PSY 5114', 'PSY 6103', 'PSY 6106', 'PSY 6113', 'PSY 6118', 'PSY 6127', 'PSY 6147', 'PSY 6151', 'PSY 6155', 'PSY 6918', 'PSY 6927', 'PSY 6947', 'PSY 6951', 'PSY 6954', 'PSY 7102', 'PSY 7103', 'MAT 5174', 'CSI 3120', 'CSI 4142', 'CSI 5122', 'CSI 5134', 'CSI 5136', 'CSI 5380', 'CSI 5387', 'CSI 5903']"
even,1,1,['MAT 1318']
event,7,7,"['ADM 2336', 'PSY 6114', 'PSY 6123', 'PSY 6903', 'PSY 6923', 'CSI 2120', 'CSI 4124']"
ever,1,1,['ADM 4326']
everi,1,1,['ADM 6395']
evid,4,4,"['ADM 3349', 'PSY 3306', 'PSY 7105', 'PSY 7905']"
evok,2,6,"['PSY 6114', 'PSY 6903']"
evolut,7,9,"['ADM 2320', 'ADM 6344', 'PSY 4174', 'PSY 6115', 'PSY 6904', 'CSI 5115', 'CSI 5183']"
evolutionari,2,2,"['PSY 2301', 'PSY 4174']"
evolv,2,2,"['PSY 6109', 'PSY 6901']"
exact,3,3,"['MAT 4141', 'MAT 5141', 'CSI 4126']"
exam,15,43,"['MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913', 'CSI 9998']"
examen,1,1,['MAT 9904']
examenn,1,1,['MAT 9904']
examin,22,32,"['ADM 3317', 'ADM 4311', 'ADM 4319', 'ADM 4341', 'PSY 2391', 'PSY 3391', 'PSY 4173', 'PSY 4181', 'PSY 4391', 'PSY 5125', 'PSY 5424', 'PSY 5924', 'PSY 6117', 'PSY 6118', 'PSY 6391', 'PSY 6906', 'PSY 6918', 'PSY 7107', 'PSY 7907', 'MAT 9998', 'CSI 9997', 'CSI 9998']"
exampl,18,18,"['ADM 3308', 'ADM 6271', 'ADM 6301', 'ADM 6373', 'ADM 6376', 'PSY 6105', 'PSY 7101', 'MAT 1362', 'MAT 1371', 'MAT 2379', 'MAT 3377', 'MAT 3379', 'CSI 3131', 'CSI 3140', 'CSI 4109', 'CSI 4134', 'CSI 4141', 'CSI 5154']"
excel,1,1,['ADM 2303']
except,1,2,['CSI 4141']
exchang,4,6,"['ADM 3358', 'ADM 4354', 'ADM 6354', 'CSI 5100']"
exclus,2,2,"['MAT 2348', 'MAT 4349']"
execut,5,7,"['ADM 6362', 'ADM 6376', 'PSY 4276', 'PSY 5125', 'PSY 5924']"
exercis,3,3,"['PSY 3102', 'PSY 6168', 'PSY 6964']"
exhaust,1,2,['CSI 5165']
exist,5,5,"['ADM 4315', 'MAT 2122', 'MAT 3130', 'MAT 4387', 'MAT 5131']"
expand,1,1,['ADM 4329']
expans,2,2,"['ADM 6325', 'MAT 5185']"
expect,22,22,"['ADM 2352', 'ADM 3396', 'ADM 4322', 'ADM 4396', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 4998', 'ADM 4999', 'ADM 6392', 'ADM 6396', 'PSY 3109', 'PSY 5120', 'MAT 2377', 'MAT 3172', 'MAT 4170', 'MAT 4171', 'MAT 4372', 'MAT 5170', 'MAT 5171', 'MAT 9998', 'CSI 5149']"
experi,25,25,"['ADM 2303', 'ADM 2304', 'ADM 3305', 'ADM 3323', 'ADM 4312', 'ADM 4322', 'ADM 4326', 'ADM 4379', 'ADM 6260', 'ADM 6301', 'ADM 6320', 'PSY 3121', 'PSY 4302', 'PSY 4327', 'PSY 6002', 'PSY 6109', 'PSY 6901', 'PSY 7102', 'PSY 7109', 'PSY 7909', 'MAT 2379', 'MAT 5195', 'CSI 5131', 'CSI 5380', 'CSI 5903']"
experiment,11,17,"['PSY 2174', 'PSY 6106', 'PSY 6166', 'PSY 6167', 'PSY 6962', 'PSY 6963', 'MAT 3378', 'MAT 4175', 'MAT 5375', 'MAT 5992', 'CSI 5122']"
expert,1,1,['ADM 6376']
expertis,2,2,"['ADM 4329', 'PSY 6002']"
explanatori,2,2,"['PSY 6166', 'PSY 6962']"
explor,7,7,"['ADM 2303', 'ADM 3998', 'ADM 4312', 'ADM 4341', 'ADM 4346', 'ADM 6279', 'MAT 1362']"
exploratori,4,4,"['ADM 3323', 'PSY 6105', 'PSY 6134', 'PSY 6931']"
exponenti,9,11,"['ADM 2303', 'MAT 1318', 'MAT 1320', 'MAT 1330', 'MAT 1339', 'MAT 3341', 'MAT 4144', 'MAT 5107', 'MAT 5190']"
export,2,2,"['ADM 4318', 'ADM 6325']"
exposur,4,4,"['ADM 3358', 'ADM 3998', 'ADM 4354', 'ADM 6354']"
extend,1,1,['ADM 2342']
extens,10,18,"['ADM 2304', 'ADM 4998', 'ADM 4999', 'ADM 6302', 'PSY 4173', 'MAT 4143', 'MAT 4170', 'MAT 5142', 'MAT 5170', 'CSI 5180']"
extern,7,7,"['ADM 3333', 'ADM 3337', 'ADM 4346', 'ADM 6344', 'PSY 5133', 'CSI 4139', 'CSI 5154']"
extra,1,1,['CSI 9998']
extrapol,1,1,['MAT 1318']
extrem,3,3,"['MAT 1303', 'MAT 1320', 'MAT 1325']"
extrema,2,2,"['MAT 2122', 'MAT 2322']"
exã©cut,1,2,['PSY 6042']
face,9,9,"['ADM 2341', 'ADM 4311', 'ADM 4329', 'ADM 4341', 'ADM 6279', 'PSY 4173', 'PSY 6155', 'PSY 7107', 'PSY 7907']"
facial,1,1,['CSI 5147']
facil,3,3,"['ADM 5380', 'ADM 6382', 'CSI 5124']"
facilit,2,2,"['ADM 2302', 'ADM 6279']"
factor,17,20,"['ADM 6301', 'PSY 3174', 'PSY 3306', 'PSY 4181', 'PSY 6105', 'PSY 6134', 'PSY 6182', 'PSY 6931', 'PSY 6982', 'MAT 1318', 'MAT 4375', 'MAT 5160', 'MAT 5190', 'MAT 5341', 'CSI 5106', 'CSI 5136', 'CSI 5149']"
factori,4,4,"['PSY 5120', 'MAT 3143', 'MAT 3378', 'MAT 5195']"
faculti,8,10,"['ADM 4964', 'PSY 4110', 'PSY 4276', 'PSY 4310', 'MAT 1302', 'MAT 1308', 'MAT 4900', 'CSI 4900']"
fail,2,3,"['CSI 5134', 'CSI 9998']"
failur,1,1,['ADM 2313']
fall,2,2,"['ADM 3357', 'ADM 4357']"
famili,15,22,"['PSY 3121', 'PSY 3123', 'PSY 3135', 'PSY 4372', 'PSY 6143', 'PSY 6190', 'PSY 7104', 'PSY 7107', 'PSY 7167', 'PSY 7904', 'PSY 7907', 'MAT 1318', 'MAT 5190', 'CSI 5314', 'CSI 5390']"
farey,1,1,['MAT 3166']
fashion,1,1,['ADM 4363']
fast,1,1,['ADM 6261']
fault,4,9,"['CSI 4109', 'CSI 4141', 'CSI 5134', 'CSI 5173']"
feasibl,3,3,"['ADM 3378', 'ADM 3379', 'ADM 4103']"
featur,4,4,"['PSY 4105', 'CSI 4115', 'CSI 4124', 'CSI 4133']"
feder,3,3,"['ADM 3345', 'ADM 5310', 'ADM 6365']"
feedback,1,1,['ADM 6331']
femal,1,1,['PSY 4174']
feminin,1,1,['ADM 3319']
fermat,1,1,['MAT 3166']
fiduci,1,1,['MAT 5176']
field,24,29,"['ADM 3326', 'ADM 4904', 'ADM 4905', 'PSY 4173', 'PSY 4302', 'PSY 5102', 'PSY 6145', 'PSY 6945', 'MAT 2322', 'MAT 2342', 'MAT 3143', 'MAT 3153', 'MAT 3343', 'MAT 4143', 'MAT 4154', 'MAT 4155', 'MAT 5142', 'MAT 5144', 'MAT 5149', 'MAT 5160', 'CSI 5127', 'CSI 5146', 'CSI 5149', 'CSI 5183']"
file,8,8,"['PSY 6144', 'PSY 6941', 'CSI 2372', 'CSI 3131', 'CSI 4133', 'CSI 5124', 'CSI 5169', 'CSI 5312']"
filter,4,4,"['PSY 6114', 'PSY 6903', 'MAT 5151', 'MAT 5343']"
final,14,15,"['MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913']"
financ,13,14,"['ADM 1370', 'ADM 2302', 'ADM 2350', 'ADM 2352', 'ADM 3358', 'ADM 4316', 'ADM 4340', 'ADM 4355', 'ADM 5350', 'ADM 6350', 'ADM 6358', 'MAT 4371', 'CSI 5180']"
financi,26,35,"['ADM 1100', 'ADM 1300', 'ADM 1340', 'ADM 2341', 'ADM 2342', 'ADM 2350', 'ADM 3313', 'ADM 3317', 'ADM 3322', 'ADM 3349', 'ADM 3357', 'ADM 3358', 'ADM 4348', 'ADM 4349', 'ADM 4350', 'ADM 4355', 'ADM 4357', 'ADM 5341', 'ADM 5350', 'ADM 6342', 'ADM 6353', 'ADM 6354', 'ADM 6358', 'ADM 6368', 'MAT 3379', 'CSI 5154']"
find,9,11,"['ADM 6323', 'PSY 3306', 'PSY 5202', 'PSY 6152', 'PSY 6952', 'MAT 1318', 'MAT 1339', 'CSI 4126', 'CSI 5387']"
finit,14,17,"['MAT 1320', 'MAT 2143', 'MAT 2342', 'MAT 3143', 'MAT 3343', 'MAT 4142', 'MAT 4143', 'MAT 4349', 'MAT 4371', 'MAT 5142', 'MAT 5144', 'MAT 5160', 'MAT 5180', 'CSI 3104']"
finland,1,1,['ADM 6277']
firewal,2,2,"['CSI 4139', 'CSI 5105']"
firm,11,11,"['ADM 1340', 'ADM 3322', 'ADM 3346', 'ADM 4311', 'ADM 4315', 'ADM 4328', 'ADM 4903', 'ADM 6321', 'ADM 6325', 'ADM 6326', 'ADM 6340']"
first,7,7,"['ADM 4325', 'MAT 1320', 'MAT 2324', 'MAT 2384', 'MAT 4130', 'MAT 5133', 'CSI 9998']"
fiscal,2,2,"['ADM 5350', 'ADM 5352']"
fisher,1,1,['MAT 5190']
fit,3,3,"['ADM 4311', 'MAT 5191', 'CSI 5149']"
five,2,2,"['PSY 6145', 'PSY 6945']"
fix,5,6,"['ADM 3351', 'ADM 6351', 'MAT 3380', 'MAT 5162', 'MAT 5317']"
fixedvari,1,1,['CSI 5390']
flat,2,2,"['MAT 4141', 'MAT 5141']"
flexibl,1,1,['CSI 5147']
flextim,2,2,"['PSY 6155', 'PSY 6954']"
float,1,1,['MAT 5180']
flow,9,13,"['ADM 3302', 'ADM 4350', 'ADM 6281', 'MAT 3130', 'MAT 3348', 'MAT 5106', 'MAT 5131', 'CSI 5118', 'CSI 5166']"
focal,1,1,['PSY 4180']
focu,17,20,"['ADM 2302', 'ADM 2320', 'ADM 3323', 'ADM 3326', 'ADM 3396', 'ADM 4329', 'ADM 4396', 'ADM 6261', 'ADM 6335', 'ADM 6396', 'PSY 5125', 'PSY 5924', 'PSY 6105', 'PSY 7101', 'PSY 7123', 'MAT 5174', 'CSI 5380']"
focus,2,2,"['ADM 4312', 'ADM 4326']"
follow,5,5,"['PSY 4180', 'MAT 5105', 'MAT 5107', 'CSI 9997', 'CSI 9998']"
food,1,1,['ADM 6381']
forag,1,1,['PSY 4174']
forc,5,5,"['ADM 6323', 'ADM 6336', 'PSY 6002', 'CSI 3105', 'CSI 5314']"
forecast,9,10,"['ADM 3301', 'ADM 3302', 'ADM 3333', 'ADM 4307', 'ADM 4339', 'ADM 5352', 'ADM 6302', 'ADM 6336', 'ADM 6367']"
foreign,7,8,"['ADM 3358', 'ADM 4318', 'ADM 4349', 'ADM 4354', 'ADM 6325', 'ADM 6354', 'ADM 6365']"
forens,1,1,['PSY 3173']
foresight,1,1,['ADM 3316']
form,9,12,"['PSY 4372', 'MAT 1339', 'MAT 2342', 'MAT 3341', 'MAT 4155', 'MAT 4167', 'MAT 5131', 'MAT 9998', 'CSI 3104']"
formal,13,16,"['ADM 3346', 'ADM 3379', 'ADM 4325', 'PSY 6118', 'PSY 6918', 'MAT 3361', 'CSI 4101', 'CSI 4125', 'CSI 5110', 'CSI 5118', 'CSI 5122', 'CSI 5174', 'CSI 5308']"
format,9,11,"['PSY 2391', 'PSY 3391', 'PSY 4391', 'PSY 5113', 'PSY 6117', 'PSY 6118', 'PSY 6906', 'PSY 6918', 'CSI 4133']"
formul,11,11,"['ADM 2302', 'ADM 3305', 'ADM 4311', 'ADM 4326', 'ADM 4328', 'ADM 5360', 'ADM 6324', 'ADM 6326', 'ADM 6383', 'MAT 5133', 'CSI 4150']"
formula,5,5,"['MAT 1318', 'MAT 1320', 'MAT 1322', 'MAT 4372', 'MAT 5107']"
forward,4,4,"['ADM 2313', 'ADM 4351', 'ADM 6357', 'CSI 5147']"
foundat,14,14,"['ADM 3360', 'ADM 5370', 'ADM 6342', 'PSY 2301', 'PSY 3377', 'PSY 6115', 'PSY 6122', 'PSY 6904', 'PSY 6920', 'MAT 1325', 'MAT 1348', 'MAT 2362', 'MAT 3361', 'MAT 5162']"
four,1,3,['PSY 5424']
fourier,6,8,"['MAT 2125', 'MAT 3120', 'MAT 3320', 'MAT 4124', 'MAT 5341', 'MAT 5343']"
fraction,5,5,"['MAT 1320', 'MAT 3166', 'MAT 3378', 'MAT 5195', 'CSI 5121']"
frame,1,1,['ADM 2352']
framework,16,17,"['ADM 4103', 'ADM 4311', 'ADM 4316', 'ADM 4341', 'ADM 5341', 'ADM 5360', 'ADM 6279', 'ADM 6365', 'ADM 6381', 'PSY 7101', 'PSY 7108', 'PSY 7908', 'CSI 4126', 'CSI 4141', 'CSI 5167', 'CSI 5380']"
franchis,1,1,['ADM 6368']
fraud,1,1,['CSI 5180']
free,6,6,"['ADM 4350', 'MAT 3143', 'MAT 4141', 'MAT 5141', 'CSI 3104', 'CSI 5165']"
freedom,1,1,['ADM 3319']
frequenc,3,3,"['PSY 2106', 'MAT 3379', 'MAT 4378']"
frequent,1,1,['CSI 5387']
friedrich,1,1,['MAT 5180']
front,1,1,['ADM 2381']
fubini,3,3,"['MAT 2122', 'MAT 4125', 'MAT 5125']"
full,2,2,"['PSY 7101', 'MAT 5193']"
function,70,102,"['ADM 1100', 'ADM 1300', 'ADM 1370', 'ADM 3302', 'ADM 3334', 'ADM 3363', 'ADM 5351', 'ADM 5360', 'ADM 6261', 'ADM 6311', 'ADM 6332', 'ADM 6344', 'PSY 4180', 'PSY 4327', 'PSY 5103', 'PSY 5113', 'PSY 5121', 'PSY 5125', 'PSY 5202', 'PSY 5924', 'PSY 6113', 'PSY 6146', 'PSY 6946', 'MAT 1300', 'MAT 1303', 'MAT 1308', 'MAT 1318', 'MAT 1320', 'MAT 1322', 'MAT 1330', 'MAT 1332', 'MAT 1339', 'MAT 1341', 'MAT 1348', 'MAT 1362', 'MAT 1373', 'MAT 2122', 'MAT 2125', 'MAT 2322', 'MAT 2348', 'MAT 2362', 'MAT 2371', 'MAT 2377', 'MAT 3120', 'MAT 3121', 'MAT 3153', 'MAT 3166', 'MAT 3320', 'MAT 4130', 'MAT 4154', 'MAT 4162', 'MAT 4170', 'MAT 4171', 'MAT 4349', 'MAT 5107', 'MAT 5133', 'MAT 5149', 'MAT 5162', 'MAT 5170', 'MAT 5171', 'MAT 5190', 'MAT 5193', 'CSI 2120', 'CSI 2132', 'CSI 4101', 'CSI 4108', 'CSI 4115', 'CSI 5113', 'CSI 5146', 'CSI 5314']"
functor,2,2,"['MAT 4157', 'MAT 5152']"
fund,5,6,"['ADM 3357', 'ADM 4316', 'ADM 4356', 'ADM 4357', 'ADM 6353']"
fundament,24,26,"['ADM 3316', 'ADM 3360', 'ADM 4311', 'ADM 4378', 'ADM 6420', 'PSY 2301', 'PSY 3122', 'PSY 5111', 'PSY 5911', 'MAT 1302', 'MAT 1320', 'MAT 1330', 'MAT 1341', 'MAT 1348', 'MAT 2125', 'MAT 4143', 'MAT 4144', 'MAT 5131', 'MAT 5142', 'MAT 5151', 'CSI 2132', 'CSI 4115', 'CSI 4118', 'CSI 5126']"
funer,1,1,['PSY 3101']
fusion,1,1,['CSI 5151']
futur,8,11,"['ADM 4351', 'ADM 4354', 'ADM 6281', 'ADM 6302', 'ADM 6353', 'ADM 6357', 'PSY 5424', 'CSI 5129']"
gain,2,2,"['ADM 6343', 'PSY 6002']"
galerkin,1,1,['MAT 5133']
galoi,2,4,"['MAT 4143', 'MAT 5142']"
game,2,5,"['MAT 1374', 'CSI 5127']"
gap,3,3,"['ADM 4319', 'ADM 4904', 'ADM 4905']"
gate,1,1,['MAT 5341']
gather,4,4,"['ADM 3323', 'ADM 4325', 'ADM 4326', 'ADM 6320']"
gauss,2,3,"['MAT 2322', 'MAT 3380']"
gaussian,1,1,['MAT 2377']
gausss,1,1,['MAT 2122']
gender,4,4,"['PSY 3109', 'PSY 3121', 'PSY 4122', 'PSY 6103']"
gene,1,1,['CSI 4126']
gener,36,43,"['ADM 3345', 'ADM 3378', 'ADM 4341', 'ADM 6393', 'PSY 3303', 'PSY 4105', 'PSY 5120', 'PSY 5121', 'PSY 5133', 'PSY 6042', 'PSY 7124', 'MAT 1303', 'MAT 2143', 'MAT 2324', 'MAT 2348', 'MAT 2371', 'MAT 2384', 'MAT 3341', 'MAT 3375', 'MAT 4125', 'MAT 4144', 'MAT 4175', 'MAT 4349', 'MAT 4378', 'MAT 5107', 'MAT 5125', 'MAT 5144', 'MAT 5375', 'CSI 1308', 'CSI 4108', 'CSI 4115', 'CSI 5113', 'CSI 5155', 'CSI 5165', 'CSI 5174', 'CSI 9997']"
genet,3,4,"['PSY 2301', 'CSI 5126', 'CSI 5183']"
genom,1,1,['CSI 5126']
gentzen,1,1,['MAT 5161']
genu,2,2,"['MAT 4154', 'MAT 5149']"
geograph,1,1,['CSI 5124']
geometr,8,12,"['MAT 1300', 'MAT 1308', 'MAT 1325', 'MAT 1339', 'CSI 4130', 'CSI 5127', 'CSI 5151', 'CSI 5164']"
geometri,13,16,"['MAT 1341', 'MAT 1362', 'MAT 1395', 'MAT 2355', 'MAT 3155', 'MAT 3395', 'MAT 4167', 'MAT 4183', 'MAT 4349', 'MAT 5160', 'CSI 4105', 'CSI 4133', 'CSI 5102']"
gershgorin,1,1,['MAT 3341']
gestalt,1,1,['ADM 6322']
get,1,1,['ADM 3305']
gi,1,2,['CSI 5124']
give,2,2,"['ADM 2341', 'ADM 4344']"
given,6,6,"['ADM 3322', 'ADM 3346', 'ADM 4339', 'ADM 6326', 'MAT 1325', 'MAT 9998']"
global,16,19,"['ADM 3302', 'ADM 3317', 'ADM 3318', 'ADM 4311', 'ADM 4318', 'ADM 4319', 'ADM 4338', 'ADM 5361', 'ADM 6274', 'ADM 6281', 'ADM 6286', 'ADM 6319', 'ADM 6325', 'MAT 1332', 'MAT 5131', 'CSI 5146']"
go,1,2,['MAT 5144']
goal,8,8,"['ADM 6330', 'PSY 6109', 'PSY 6117', 'PSY 6154', 'PSY 6901', 'PSY 6906', 'CSI 5314', 'CSI 9997']"
good,5,5,"['ADM 3322', 'ADM 4336', 'ADM 6382', 'ADM 6420', 'MAT 5191']"
govern,15,22,"['ADM 1101', 'ADM 1301', 'ADM 4318', 'ADM 4352', 'ADM 4355', 'ADM 4903', 'ADM 5310', 'ADM 5341', 'ADM 6319', 'ADM 6358', 'ADM 6367', 'ADM 6376', 'ADM 6901', 'PSY 6109', 'PSY 6901']"
government,1,1,['MAT 5996']
gpu,1,1,['CSI 5131']
grade,25,42,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 6901', 'PSY 6042', 'MAT 1318', 'MAT 1339', 'MAT 5996', 'MAT 6997', 'MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913', 'MAT 9998', 'CSI 5903']"
gradient,2,3,"['MAT 1303', 'MAT 4387']"
graduat,12,15,"['ADM 4964', 'PSY 6191', 'PSY 6991', 'PSY 7190', 'MAT 4900', 'MAT 5161', 'MAT 6997', 'CSI 5137', 'CSI 5138', 'CSI 5139', 'CSI 5140', 'CSI 5167']"
gram,3,3,"['MAT 1341', 'MAT 2141', 'MAT 2342']"
grammar,3,3,"['PSY 3136', 'CSI 3104', 'CSI 4125']"
grammat,1,1,['CSI 4126']
graph,17,26,"['MAT 1318', 'MAT 1339', 'MAT 1348', 'MAT 2348', 'MAT 3348', 'MAT 4348', 'MAT 5105', 'MAT 5106', 'MAT 5107', 'CSI 2101', 'CSI 2110', 'CSI 3104', 'CSI 4140', 'CSI 5127', 'CSI 5149', 'CSI 5163', 'CSI 5165']"
graphic,5,6,"['ADM 2303', 'MAT 1332', 'CSI 4130', 'CSI 4133', 'CSI 5164']"
greatest,1,1,['ADM 6326']
greedi,2,2,"['CSI 3105', 'CSI 5127']"
greek,1,1,['MAT 3100']
green,4,4,"['ADM 3378', 'MAT 2122', 'MAT 4130', 'MAT 5133']"
grey,1,1,['CSI 5111']
grid,2,2,"['ADM 6277', 'CSI 5124']"
grief,1,1,['PSY 3101']
gross,2,2,"['PSY 5125', 'PSY 5924']"
group,23,34,"['ADM 2336', 'ADM 3321', 'ADM 3323', 'ADM 4311', 'ADM 4322', 'ADM 4325', 'ADM 5330', 'ADM 6335', 'ADM 6376', 'PSY 2110', 'PSY 4181', 'PSY 4310', 'PSY 4372', 'PSY 5113', 'MAT 2143', 'MAT 2355', 'MAT 3343', 'MAT 4143', 'MAT 4144', 'MAT 4343', 'MAT 5142', 'MAT 5151', 'CSI 4900']"
growth,3,3,"['ADM 4307', 'ADM 4319', 'ADM 6330']"
guid,1,1,['ADM 6260']
guidanc,4,6,"['ADM 4998', 'ADM 4999', 'ADM 6392', 'PSY 6042']"
gã©nã©ral,1,2,['PSY 6042']
hadoop,2,2,"['ADM 6275', 'ADM 6287']"
halt,1,1,['CSI 3104']
ham,1,1,['MAT 3343']
hamilton,3,3,"['MAT 3341', 'MAT 4348', 'MAT 5105']"
hand,11,11,"['ADM 2303', 'ADM 2304', 'ADM 3305', 'ADM 4322', 'ADM 4326', 'ADM 4379', 'ADM 6260', 'ADM 6301', 'PSY 6168', 'PSY 6964', 'CSI 5380']"
handicap,2,2,"['PSY 3109', 'PSY 6113']"
handl,3,3,"['ADM 3302', 'CSI 4141', 'CSI 5154']"
hard,2,2,"['CSI 4108', 'CSI 5165']"
hardwar,3,3,"['CSI 2372', 'CSI 5134', 'CSI 5151']"
hash,2,2,"['CSI 2110', 'CSI 5154']"
hazard,2,2,"['ADM 4336', 'ADM 6381']"
hci,1,2,['CSI 5167']
health,19,27,"['ADM 3363', 'ADM 4336', 'ADM 5331', 'ADM 6321', 'PSY 1102', 'PSY 3121', 'PSY 3126', 'PSY 3128', 'PSY 3306', 'PSY 4134', 'PSY 4181', 'PSY 4327', 'PSY 6116', 'PSY 6122', 'PSY 6182', 'PSY 6905', 'PSY 6920', 'PSY 6982', 'PSY 7103']"
healthcar,2,3,"['ADM 3363', 'CSI 5180']"
healthsafeti,1,1,['ADM 4336']
heap,1,1,['CSI 5121']
heat,1,1,['MAT 4130']
hedg,1,1,['ADM 4356']
hedon,2,2,"['PSY 6109', 'PSY 6901']"
hein,1,1,['MAT 2125']
hellman,1,1,['MAT 5160']
help,2,2,"['ADM 4363', 'PSY 4105']"
henkin,1,1,['MAT 5161']
hered,1,1,['PSY 1102']
herit,2,2,"['PSY 5111', 'PSY 5911']"
heterogen,1,1,['CSI 5100']
heurist,3,3,"['PSY 6118', 'PSY 6918', 'CSI 5122']"
hidden,3,3,"['MAT 4371', 'CSI 5155', 'CSI 5164']"
hierarch,1,1,['CSI 5146']
hierarchi,1,1,['CSI 4118']
high,8,8,"['ADM 3379', 'ADM 6326', 'PSY 3174', 'PSY 6002', 'CSI 5118', 'CSI 5131', 'CSI 5161', 'CSI 5173']"
higher,6,6,"['ADM 6376', 'MAT 1303', 'MAT 1330', 'MAT 2324', 'MAT 2384', 'CSI 4126']"
highli,1,1,['ADM 4325']
highlight,1,1,['ADM 6279']
hilbert,9,13,"['MAT 4124', 'MAT 4126', 'MAT 4141', 'MAT 4154', 'MAT 4373', 'MAT 5126', 'MAT 5141', 'MAT 5144', 'MAT 5149']"
hisher,1,1,['MAT 4900']
histogram,1,1,['MAT 1371']
histor,11,11,"['PSY 1101', 'PSY 3377', 'PSY 6106', 'PSY 6115', 'PSY 6116', 'PSY 6122', 'PSY 6154', 'PSY 6904', 'PSY 6905', 'PSY 6920', 'MAT 3101']"
histori,4,4,"['PSY 4134', 'PSY 5125', 'PSY 5924', 'CSI 5147']"
hla,1,1,['CSI 5161']
hoc,3,4,"['CSI 5128', 'CSI 5148', 'CSI 5169']"
holdem,1,1,['MAT 1374']
holder,2,2,"['MAT 4143', 'MAT 5142']"
home,1,1,['PSY 3135']
homeostasi,2,2,"['PSY 6109', 'PSY 6901']"
homogen,2,2,"['MAT 4144', 'MAT 5317']"
homolog,2,4,"['MAT 4157', 'MAT 5152']"
homomorph,4,4,"['MAT 2143', 'MAT 3143', 'MAT 4144', 'CSI 5106']"
homotopi,2,2,"['MAT 3153', 'MAT 5151']"
honour,1,3,['PSY 4276']
hospit,1,1,['PSY 6002']
host,2,2,"['ADM 4318', 'CSI 5116']"
hour,11,11,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'PSY 5023', 'PSY 6002', 'PSY 6007', 'PSY 6008', 'PSY 6009', 'PSY 6010', 'PSY 6022', 'PSY 6032']"
howard,1,1,['MAT 5162']
hr,2,2,"['ADM 3333', 'ADM 4336']"
hrm,1,1,['ADM 4339']
html,1,1,['CSI 3140']
hull,1,1,['CSI 5164']
human,29,39,"['ADM 1100', 'ADM 1300', 'ADM 1370', 'ADM 2337', 'ADM 3313', 'ADM 3319', 'ADM 3333', 'ADM 4338', 'ADM 4339', 'ADM 5331', 'ADM 6336', 'ADM 6362', 'PSY 1102', 'PSY 3122', 'PSY 3173', 'PSY 4122', 'PSY 4174', 'PSY 4180', 'PSY 6002', 'PSY 6114', 'PSY 6117', 'PSY 6151', 'PSY 6903', 'PSY 6906', 'PSY 6951', 'CSI 5135', 'CSI 5136', 'CSI 5147', 'CSI 5167']"
humanist,1,1,['PSY 4372']
hurdl,1,1,['ADM 4319']
hybrid,2,2,"['CSI 5146', 'CSI 5148']"
hyperbol,2,2,"['MAT 5131', 'MAT 5133']"
hypergeometr,1,1,['MAT 5107']
hypothes,2,2,"['MAT 2375', 'CSI 9997']"
hypothesi,9,9,"['ADM 2304', 'PSY 2106', 'PSY 6118', 'PSY 6918', 'MAT 1371', 'MAT 2377', 'MAT 2379', 'MAT 3375', 'MAT 5193']"
iceland,1,1,['ADM 6277']
idea,1,2,['ADM 3313']
ideal,3,6,"['MAT 3143', 'MAT 4141', 'MAT 5141']"
ideat,2,2,"['ADM 2313', 'ADM 3313']"
ident,4,4,"['PSY 3121', 'MAT 1318', 'MAT 4170', 'MAT 5170']"
identif,12,12,"['ADM 3333', 'ADM 4356', 'ADM 6260', 'ADM 6275', 'ADM 6287', 'ADM 6362', 'PSY 6127', 'PSY 6927', 'MAT 4153', 'MAT 5151', 'CSI 4133', 'CSI 5105']"
identifi,1,1,['ADM 6324']
ie,3,4,"['ADM 3322', 'ADM 4312', 'CSI 9998']"
ii,3,3,"['ADM 3357', 'ADM 4357', 'ADM 5300']"
ill,2,2,"['PSY 3306', 'PSY 6113']"
illumin,2,2,"['CSI 4130', 'CSI 5146']"
